X,Y,OBJECTID,TREEID,MANAGEMENTUNIT,COMMONNAME,BOTANICALNAME,REMOVE,TYPE,DBH_IN,HEIGHT,CANOPY,CAMPUSZONE,COMMENTS,AVERAGE,STATUS,HISTORIC,TREESTATUS,DATEREMOVED,PRUNE,PHOTO
-79.048023541361687,35.908808495944839,1367, , ,oak, ,,D,17.60000038,50,11,QH, , ,To Be Completed,No,1,, ,
-79.047991114322571,35.908831457357401,1368, , , , ,,D,13.19999981,55,12,QH,"dead, or loses leaves early", ,To Be Completed,No,1,, ,
-79.04847413675958,35.909160597635676,1369, , , , ,,D,14.30000019,50,10,QH, , ,To Be Completed,No,1,, ,
-79.048373088375655,35.909153369714254,1370, , ,oak, ,,D,14.10000038,0,0,QH, , ,To Be Completed,No,1,, ,
-79.048405029473514,35.909200147864702,1371, , ,dogwood, ,,D,3.5,15,4,QH, , ,To Be Completed,No,1,, ,
-79.048045520085367,35.908856284857698,1372, , ,oak, ,,D,20.20000076,25,5,QH,broken at top, ,To Be Completed,No,1,, ,
-79.048095933581351,35.90892729955862,1373, , ,oak, ,,D,23,65,22,QH,splits in 2 4 ft up, ,To Be Completed,No,1,, ,
-79.048515088789955,35.908979267243673,1374, , ,oak, ,,D,22,50,24,QH, , ,To Be Completed,No,1,, ,
-79.048118741477381,35.909017271426208,1375, , , , ,,E,0,0,0,QH, , ,To Be Completed,No,1,, ,
-79.048211812109599,35.909061137849704,1376, , ,sweetgum,Liquidambar styraciflua,,D,6.80000019,30,8,QH, , ,Completed,No,1,, ,
-79.048212491709208,35.90902079616923,1377, , ,oak, ,,D,27.20000076,70,24,QH, , ,To Be Completed,No,1,, ,
-79.04842482648472,35.909186498534091,1378, , ,oak, ,,D,20.79999924,60,14,QH, , ,To Be Completed,No,1,, ,
-79.048355591113605,35.909264147090653,1379, , , , ,,D,14.30000019,35,14,QH, , ,To Be Completed,No,1,, ,
-79.048036053779029,35.908822336799318,1380, , , , ,,D,12.69999981,45,12,QH, , ,To Be Completed,No,1,, ,
-79.048136040745604,35.90883637525716,1381, , ,oak, ,,D,9,45,8,QH, , ,To Be Completed,No,1,, ,
-79.048080528118334,35.908815360701581,1382, , ,dogwood, ,,D,4,8,5,QH, , ,To Be Completed,No,1,, ,
-79.048197049160308,35.908839776136745,1383, , ,dogwood, ,,D,5,20,4,QH, , ,To Be Completed,No,1,, ,
-79.048504368239037,35.908968882688157,1384, , ,dogwood, ,,D,3.5999999,12,3,QH, , ,To Be Completed,No,1,, ,
-79.048504391028018,35.909006824860199,1385, , ,dogwood, ,,D,3.70000005,12,4,QH, , ,To Be Completed,No,1,, ,
-79.048346436977894,35.908936078035715,1386, , , , ,,D,4.4000001,12,4,QH, , ,To Be Completed,No,1,, ,
-79.048304950007534,35.908853090470323,1387, , ,dogwood, ,,D,3.20000005,12,4,QH, , ,To Be Completed,No,1,, ,
-79.048324547395424,35.908938631165391,1388, , ,hickory, ,,D,9,50,10,QH, , ,To Be Completed,No,1,, ,
-79.048335466299562,35.908894103386118,1389, , ,hickory, ,,D,3,15,3,QH, , ,To Be Completed,No,1,, ,
-79.048419950064527,35.9089703955608,1390, , , , ,,D,10.39999962,40,8,QH, , ,To Be Completed,No,1,, ,
-79.048376175023904,35.908983133810054,1391, , ,oak, ,,D,13.60000038,45,14,QH, , ,To Be Completed,No,1,, ,
-79.048366795154934,35.908986953864655,1392, , ,dogwood, ,,D,5,12,5,QH, , ,To Be Completed,No,1,, ,
-79.048469964733101,35.908932213044601,1393, , , , ,,D,10.19999981,20,7,QH,broken at top, ,To Be Completed,No,1,, ,
-79.048277605140299,35.90888522174248,1394, , ,oak, ,,D,13,45,10,QH, , ,To Be Completed,No,1,, ,
-79.048243246075216,35.908835163015681,1395, , ,oak, ,,D,14.19999981,40,18,QH, , ,To Be Completed,No,1,, ,
-79.048240829798331,35.908819848692623,1396, , ,hickory, ,,D,7,15,6,QH, , ,To Be Completed,No,1,, ,
-79.048197830887418,35.908839457946449,1397, , ,oak, ,,D,19.79999924,55,18,QH, , ,To Be Completed,No,1,, ,
-79.048167664313596,35.908928799837781,1398, , ,oak, ,,D,25,65,18,QH,splits in 2 6 ft up, ,To Be Completed,No,1,, ,
-79.048183970087294,35.908933214203344,1399, , ,oak, ,,D,14.19999981,50,16,QH, , ,To Be Completed,No,1,, ,
-79.048398943117917,35.909171304644872,1400, , ,hickory, ,,D,4.0999999,25,4,QH, , ,To Be Completed,No,1,, ,
-79.048464740583469,35.9092229799815,1401, , ,oak, ,,D,10.80000019,40,12,QH, , ,To Be Completed,No,1,, ,
-79.048279776958154,35.909224736601303,1402, , ,elm, ,,D,13.69999981,35,12,QH, , ,To Be Completed,No,1,, ,
-79.048284369737829,35.909237424021505,1403, , , , ,,D,6,25,8,QH, , ,To Be Completed,No,1,, ,
-79.048169751712678,35.909187705752039,1404, , , , ,,D,16.70000076,60,12,QH, , ,To Be Completed,No,1,, ,
-79.048158851413135,35.909185371304993,1405, , ,dogwood, ,,D,3.9000001,12,5,QH, , ,To Be Completed,No,1,, ,
-79.048091228837222,35.909129353431183,1406, , ,dogwood, ,,D,4.30000019,12,8,QH, , ,To Be Completed,No,1,, ,
-79.048049413112395,35.909275954405892,1407, , , , ,,D,14.30000019,55,14,QH, , ,To Be Completed,No,1,, ,
-79.048124833810917,35.909267402365508,1408, , ,oak, ,,D,13.69999981,45,9,QH, , ,To Be Completed,No,1,, ,
-79.048082945588632,35.909292986183729,1409, , ,dogwood, ,,D,6.5,15,5,QH, , ,To Be Completed,No,1,, ,
-79.04819399836812,35.909308282614091,1410, , ,dogwood, ,,D,7.5,15,6,QH, , ,To Be Completed,No,1,, ,
-79.048166766306139,35.909316815684427,1411, , ,dogwood, ,,D,4.5,14,4,QH, , ,To Be Completed,No,1,, ,
-79.048082997346299,35.909379914083175,1412, , ,cedar, ,,E,3.70000005,12,3,QH, , ,To Be Completed,No,1,, ,
-79.04802863356818,35.909332538805835,1413, , ,cedar, ,,E,3.5,7,2,QH, , ,To Be Completed,No,1,, ,
-79.048005437902518,35.909315174868006,1414, , ,cedar, ,,E,3,4,2,QH, , ,To Be Completed,No,1,, ,
-79.048001244299925,35.909310062986599,1415, , ,cedar, ,,E,3.5,7,2,QH, , ,To Be Completed,No,1,, ,
-79.047987926213082,35.909305837658806,1416, , ,cedar, ,,E,3.5,7,2,QH, , ,To Be Completed,No,1,, ,
-79.04816980993472,35.909375170696691,1417, , , , ,,D,3.5,15,4,QH, , ,To Be Completed,No,1,, ,
-79.048166281764892,35.909370442547882,1418, , , , ,,D,3.5,15,4,QH, , ,To Be Completed,No,1,, ,
-79.048161658789496,35.909377407875368,1419, , , , ,,D,3.5,15,4,QH, , ,To Be Completed,No,1,, ,
-79.048156533232216,35.909383114885848,1420, , , , ,,D,3.5,15,4,QH, , ,To Be Completed,No,1,, ,
-79.048136196136596,35.909385680730843,1421, , , , ,,D,3.5,15,4,QH, , ,To Be Completed,No,1,, ,
-79.048143672775353,35.90938816070252,1422, , , , ,,D,3.5,15,4,QH, , ,To Be Completed,No,1,, ,
-79.048144775005881,35.909384566167695,1423, , , , ,,D,3.5,15,4,QH, , ,To Be Completed,No,1,, ,
-79.048150321293463,35.909374777520398,1424, , , , ,,D,3.5,15,4,QH, , ,To Be Completed,No,1,, ,
-79.048152637671592,35.909379858138287,1425, , , , ,,D,3.5,15,4,QH, , ,To Be Completed,No,1,, ,
-79.048146393978456,35.909379157676184,1426, , , , ,,D,3.5,15,4,QH, , ,To Be Completed,No,1,, ,
-79.048155871603043,35.909371011036967,1427, , , , ,,D,3.5,15,4,QH, , ,To Be Completed,No,1,, ,
-79.04845015927053,35.90916724715423,1428, , ,hickory, ,,D,9.60000038,35,10,QH, , ,To Be Completed,No,1,, ,
-79.048930152962129,35.905869491111808,1429, , , , ,,D,8,35,7,HA, , ,To Be Completed,No,1,, ,
-79.048907146360364,35.906253646826876,1430, , ,oak, ,,D,10,30,7,HA, , ,To Be Completed,No,1,, ,
-79.0490989739436,35.906017534437723,1431, , ,oak, ,,D,14.5,50,15,HA, , ,To Be Completed,No,1,, ,
-79.049096113870135,35.905986152843766,1432, , ,oak, ,,D,6.4000001,20,5,HA, , ,To Be Completed,No,1,, ,
-79.049149626054202,35.905961437787568,1433, , ,oak, ,,D,12.19999981,50,15,HA, , ,To Be Completed,No,1,, ,
-79.049154321496331,35.906029256902904,1434, , ,oak, ,,D,5.69999981,30,7,HA, , ,To Be Completed,No,1,, ,
-79.049195235560347,35.906046858241297,1435, , ,maple, ,,D,13.69999981,60,18,HA, , ,To Be Completed,No,1,, ,
-79.049156412467241,35.906046812702932,1436, , ,maple, ,,D,11,55,14,HA, , ,To Be Completed,No,1,, ,
-79.049014717909586,35.905947098056345,1437, , ,hickory, ,,D,5.69999981,25,5,HA, , ,To Be Completed,No,1,, ,
-79.049070156216743,35.906315287021926,1438, , ,oak, ,,D,10.30000019,40,8,HA, , ,To Be Completed,No,1,, ,
-79.049153193768518,35.906326000395396,1439, , ,oak, ,,D,8.69999981,40,8,HA, , ,To Be Completed,No,1,, ,
-79.049228771045193,35.90651449950326,1440, , ,oak, ,,D,14.80000019,40,7,HA, , ,To Be Completed,No,1,, ,
-79.049178136223716,35.906465317165519,1441, , ,oak, ,,D,14.39999962,50,14,HA, , ,To Be Completed,No,1,, ,
-79.048654317596316,35.905924807015126,1442, , ,maple, ,,D,8.89999962,30,7,HA, , ,To Be Completed,No,1,, ,
-79.048670643757234,35.90595970913575,1443, , ,oak, ,,D,21.39999962,50,10,HA, , ,To Be Completed,No,1,, ,
-79.049269805006745,35.906573751718348,1444, , ,oak, ,,D,23.70000076,45,12,HA, , ,To Be Completed,No,1,, ,
-79.049200269175856,35.906534900443589,1445, , ,dogwood, ,,D,3.0999999,8,3,HA, , ,To Be Completed,No,1,, ,
-79.049222812205286,35.906469512139502,1446, , ,oak, ,,D,9.80000019,30,7,HA, , ,To Be Completed,No,1,, ,
-79.049224756443593,35.906439171928859,1447, , ,oak, ,,D,12.80000019,45,10,HA, , ,To Be Completed,No,1,, ,
-79.049101627675782,35.906424694271948,1448, , ,oak, ,,D,18.89999962,50,10,HA, , ,To Be Completed,No,1,, ,
-79.049034234724132,35.906388201536963,1449, , ,oak, ,,D,20.39999962,55,18,HA, , ,To Be Completed,No,1,, ,
-79.049125917775115,35.906389102479707,1450, , ,oak, ,,D,11.69999981,40,12,HA, , ,To Be Completed,No,1,, ,
-79.049113617727343,35.906358134350384,1451, , ,oak, ,,D,11,30,14,HA, , ,To Be Completed,No,1,, ,
-79.04912564229069,35.906348341985066,1452, , ,hickory, ,,D,4,25,7,HA, , ,To Be Completed,No,1,, ,
-79.049173775080135,35.906365940070387,1453, , ,oak, ,,D,14.89999962,50,16,HA, , ,To Be Completed,No,1,, ,
-79.049132824699612,35.906289613944779,1454, , ,oak, ,,D,18.39999962,55,15,HA, , ,To Be Completed,No,1,, ,
-79.048904140756591,35.906117445163027,1455, , ,hickory, ,,D,8.89999962,35,9,HA, , ,To Be Completed,No,1,, ,
-79.048860871464285,35.906184017951276,1456, , ,dogwood, ,,D,3.20000005,10,5,HA, , ,To Be Completed,No,1,, ,
-79.048896946344684,35.906156598147803,1457, , ,hickory, ,,D,6.69999981,30,6,HA, , ,To Be Completed,No,1,, ,
-79.048896971233887,35.906197705814058,1458, , ,hickory, ,,D,10.89999962,35,8,HA, , ,To Be Completed,No,1,, ,
-79.048933112528573,35.906279906675884,1459, , ,oak, ,,D,10.69999981,30,12,HA, , ,To Be Completed,No,1,, ,
-79.048950022255369,35.906229738564221,1460, , ,dogwood, ,,D,4.80000019,12,5,HA, , ,To Be Completed,No,1,, ,
-79.049048418909734,35.906225758229603,1461, , ,oak, ,,D,15.80000019,60,16,HA, , ,To Be Completed,No,1,, ,
-79.049055168185745,35.906272904352633,1462, , , , ,,D,6.19999981,25,6,HA, , ,To Be Completed,No,1,, ,
-79.04920680429818,35.906111919839546,1463, , ,maple, ,,D,10.5,30,8,HA, , ,To Be Completed,No,1,, ,
-79.049159200151166,35.906138875294026,1464, , ,oak, ,,D,13.80000019,45,9,HA, , ,To Be Completed,No,1,, ,
-79.049125487494493,35.906093866395615,1465, , ,maple, ,,D,3.70000005,14,5,HA, , ,To Be Completed,No,1,, ,
-79.049077347740251,35.906064523191283,1466, , , , ,,D,7,30,8,HA, , ,To Be Completed,No,1,, ,
-79.049034037020718,35.906062583028714,1467, , ,hickory, ,,D,6.9000001,30,8,HA, , ,To Be Completed,No,1,, ,
-79.048976222738617,35.905951028313609,1468, , ,dogwood, ,,D,4.9000001,15,6,HA, , ,To Be Completed,No,1,, ,
-79.048951574624923,35.90593280887596,1469, , , , ,,D,9.80000019,35,10,HA, , ,To Be Completed,No,1,, ,
-79.049058026620713,35.905945123075561,1470, , ,hickory, ,,D,6.80000019,20,11,HA, , ,To Be Completed,No,1,, ,
-79.047348150341165,35.908674414156209,1471, , ,oak, ,,D,20.60000038,50,16,QH, , ,To Be Completed,No,1,, ,
-79.047549115123957,35.908575270899007,1472, , ,oak, ,,D,0,45,15,QH, , ,To Be Completed,No,1,, ,
-79.047934362213752,35.908780810616818,1473, , ,oak, ,,D,18.20000076,50,14,QH, , ,To Be Completed,No,1,, ,
-79.047227441741327,35.908557409849593,1474, , , , ,,D,8,20,7,QH, , ,To Be Completed,No,1,, ,
-79.04725978857914,35.908467385506626,1475, , ,pine, ,,E,5.5999999,25,7,QH, , ,To Be Completed,No,1,, ,
-79.047237765895389,35.908495689360961,1476, , ,dogwood, ,,D,4.19999981,9,3,QH, , ,To Be Completed,No,1,, ,
-79.047278275921244,35.90852238099648,1477, , ,dogwood, ,,D,6.19999981,15,7,QH, , ,To Be Completed,No,1,, ,
-79.047288771151841,35.908563185676719,1478, , ,hickory, ,,D,6.30000019,20,8,QH, , ,To Be Completed,No,1,, ,
-79.047334225791047,35.908561487218336,1479, , ,oak, ,,D,17.39999962,50,16,QH, , ,To Be Completed,No,1,, ,
-79.047374797079499,35.90856724186699,1480, , ,hickory, ,,D,6.30000019,25,7,QH, , ,To Be Completed,No,1,, ,
-79.047334252392218,35.908606871479691,1481, , ,hickory, ,,D,9.5,30,10,QH, , ,To Be Completed,No,1,, ,
-79.047623549302926,35.908663489161917,1482, , ,oak, ,,D,32.20000076,45,23,QH, , ,To Be Completed,No,1,, ,
-79.047868461000107,35.908781897030572,1483, , ,dogwood, ,,D,4.5999999,12,5,QH, , ,To Be Completed,No,1,, ,
-79.047841314837157,35.908789992557516,1484, , ,hickory, ,,D,5.9000001,28,5,QH, , ,To Be Completed,No,1,, ,
-79.047816291806441,35.908748430565772,1485, , ,dogwood, ,,D,3.70000005,15,5,QH, , ,To Be Completed,No,1,, ,
-79.047778537367279,35.908706291591734,1486, , ,dogwood, ,,D,10.89999962,20,8,QH,2, ,To Be Completed,No,1,, ,
-79.047722422131088,35.908714836222714,1487, , ,dogwood, ,,D,6.9000001,35,9,QH, , ,To Be Completed,No,1,, ,
-79.047727531386329,35.908693267158029,1488, , ,dogwood, ,,D,4.9000001,9,4,QH, , ,To Be Completed,No,1,, ,
-79.047483130343096,35.90861332422913,1489, , , , ,,D,11.39999962,25,13,QH, , ,To Be Completed,No,1,, ,
-79.052289692959647,35.912962560483074,1257,OW-G72-7, ,weeping cherry,Prunus pendula,,D,15,20,18,OW, , ,Completed,No,1,, ,
-79.046179784301927,35.91057805914609,1258, , ,white oak,Quercus alba,,D,4.5,11,3,NC, , ,Completed,No,1,, ,
-79.046390118690638,35.911140530062575,1259, , ,crape myrtle,Lagerstroemia indica,,D,1.20000005,8,4,NC, , ,Completed,No,1,, ,
-79.046391772037964,35.911111926099657,1260, , ,crape myrtle,Lagerstroemia indica,,D,1,7,4,NC, , ,Completed,No,1,, ,
-79.046382363157448,35.911078622824505,1261, , ,crape myrtle,Lagerstroemia indica,,D,1.29999995,7,4,NC, , ,Completed,No,1,, ,
-79.046339144566275,35.911072319245044,1262, , ,southern magnolia,Magnolia grandiflora 'claudia wannamaker',,E,2.20000005,7,3,NC, , ,Completed,No,1,, ,
-79.046363772675662,35.911208329657036,1263, , ,southern magnolia,Magnolia grandiflora 'claudia wannamaker',,E,3,7,3,NC, , ,Completed,No,1,, ,
-79.046315489379921,35.91116138877608,1264, , ,southern magnolia,Magnolia grandiflora 'claudia wannamaker',,E,3,7,2,NC, , ,Completed,No,1,, ,
-79.042659300417796,35.901958292548059,1265,tree 1201, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.042640720843664,35.901941643978972,1266,tree 1202, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.042628886811954,35.901911429251179,1267,tree 1203, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.04265295014315,35.901921550878498,1268,tree 1204, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.042664756521049,35.901899397667307,1269,tree 1205, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.042685020521404,35.901908147112074,1270,tree 1206, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.042713735904854,35.901935952468186,1271,tree 1207, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.042739055242592,35.901926500316691,1272,tree 1208, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.042741576053629,35.901904865151039,1273,tree 1209, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.042722567676307,35.901875854849592,1274,tree 1210, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.042715384121863,35.901860404205053,1275,tree 1211, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.042779976729165,35.901890429189038,1276,tree 1212, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.04281795483557,35.901874619506735,1277,tree 1213, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.042838631566113,35.90186619891638,1278,tree 1214, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.042795136758059,35.901825521374967,1279,tree 1215, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.042775295571047,35.901817802104418,1280,tree 1216, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.042841962347609,35.901779489716589,1281,tree 1217, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.042859290501326,35.901823438598569,1282,tree 1218, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.042884618538935,35.901830469174548,1283,tree 1219, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.042883371430648,35.901866698351625,1284,tree 1220, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.04294161333921,35.901859294839014,1285,tree 1221, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.042960179073887,35.901849844666536,1286,tree 1222, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.042978310343699,35.901815841751095,1287,tree 1223, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.0429994130495,35.901814460810812,1288,tree 1224, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.04305849453533,35.901799502318113,1289,tree 1225, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.043115039775842,35.901776302960663,1290,tree 1227, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.043085490419273,35.901768415218832,1291,tree 1228, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.042566000696283,35.901916086873491,1292,tree 1234, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.042576559126076,35.901928788987661,1293,tree 1235, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.042585860990471,35.901960034908626,1294,tree 1236, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.042603173082298,35.901972906614638,1295,tree 1237, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.042622602995451,35.902001401634244,1296,tree 1238, ,pine, ,,E,10,40,10,HR, , ,To Be Completed,No,1,, ,
-79.038373731041887,35.899579450314107,1490,tree 1486, ,maple, ,,D,6.69999981,20,8,P, , ,To Be Completed,No,1,, ,
-79.03855207435808,35.898988707712292,1491, , , , ,,D,7.19999981,12,9,SAC, , ,To Be Completed,No,1,, ,
-79.038643094119081,35.89895345618298,1492, , ,maple, ,,D,3.0999999,26,4,SAC, , ,To Be Completed,No,1,, ,
-79.038768889921414,35.898543650736244,1493, , ,maple, ,,D,8.30000019,37,10,SAC, , ,To Be Completed,No,1,, ,
-79.037700891580386,35.899120516640878,1494, , ,maple, ,,D,5.80000019,20,7,SAC, , ,To Be Completed,No,1,, ,
